City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
269,Vestmanna,FO,2020-10-27 15:47:46,62.16,-7.17,41.2,79,24,13.24
270,Canico,PT,2020-10-27 15:44:22,32.63,-16.85,68.0,68,75,13.87
271,West Richland,US,2020-10-27 15:47:47,46.3,-119.36,33.01,92,1,2.73
272,Pontes E Lacerda,BR,2020-10-27 15:43:08,-15.23,-59.34,95.95,44,93,2.93
273,Singaraja,ID,2020-10-27 15:47:47,-8.11,115.09,79.3,75,84,4.52
274,Lorengau,PG,2020-10-27 15:47:47,-2.02,147.27,80.35,76,79,1.68
275,Luneville,FR,2020-10-27 15:47:48,48.6,6.5,55.4,66,75,12.75
276,Chokurdakh,RU,2020-10-27 15:47:48,70.63,147.92,7.63,95,100,2.89
277,Mount Isa,AU,2020-10-27 15:43:35,-20.73,139.5,71.6,15,0,11.41
278,Cayenne,GF,2020-10-27 15:47:48,4.93,-52.33,89.6,55,75,5.82
279,Mingshui,CN,2020-10-27 15:47:49,36.72,117.5,59.0,62,100,3.4
280,Sidney,AU,2020-10-27 15:43:30,-33.87,151.21,57.2,82,75,8.05
281,Gravdal,NO,2020-10-27 15:47:49,68.12,13.5,41.0,80,20,9.06
282,Danesti,RO,2020-10-27 15:47:49,46.52,25.75,55.0,98,0,2.82
283,Sitka,US,2020-10-27 15:47:50,57.05,-135.33,44.6,93,90,6.93
284,Roanoke Rapids,US,2020-10-27 15:47:50,36.46,-77.65,60.8,100,90,2.77
285,Cangzhou,CN,2020-10-27 15:47:50,38.32,116.87,51.33,58,98,0.98
286,Zemio,CF,2020-10-27 15:47:50,5.03,25.14,76.06,84,99,3.27
287,Niquero,CU,2020-10-27 15:47:51,20.04,-77.58,84.74,68,57,5.03
288,Laguna,US,2020-10-27 15:45:09,38.42,-121.42,46.4,30,1,3.36
289,Vanimo,PG,2020-10-27 15:47:51,-2.67,141.3,78.55,77,100,1.12
290,Ust-Kuyga,RU,2020-10-27 15:47:51,70.02,135.6,6.89,93,100,1.23
291,Bulgan,MN,2020-10-27 15:47:52,48.81,103.53,32.85,78,0,3.33
292,Bukachacha,RU,2020-10-27 15:47:52,52.98,116.92,19.33,88,0,3.6
293,Mariental,NA,2020-10-27 15:47:52,-24.63,17.97,93.51,14,84,14.74
294,Shache,CN,2020-10-27 15:47:52,38.42,77.24,44.02,52,0,5.01
295,Kahului,US,2020-10-27 15:47:53,20.89,-156.47,78.8,74,1,3.22
296,Iqaluit,CA,2020-10-27 15:47:53,63.75,-68.51,14.0,78,75,5.82
297,Sortavala,RU,2020-10-27 15:47:53,61.71,30.69,49.8,90,100,15.46
298,Mitu,CO,2020-10-27 15:47:53,1.2,-70.17,84.65,82,89,3.96
299,Yeppoon,AU,2020-10-27 15:47:53,-23.13,150.73,68.0,88,89,4.7
300,Fort Nelson,CA,2020-10-27 15:45:03,58.81,-122.7,23.0,100,75,4.7
301,Noumea,NC,2020-10-27 15:46:16,-22.28,166.46,69.8,77,0,4.7
302,Dongsheng,CN,2020-10-27 15:47:54,39.82,109.98,37.74,57,100,6.31
303,Grindavik,IS,2020-10-27 15:47:54,63.84,-22.43,42.8,56,0,23.04
304,General Pico,AR,2020-10-27 15:47:55,-35.66,-63.76,77.88,32,51,9.22
305,Dubovskoye,RU,2020-10-27 15:47:55,47.41,42.76,51.24,46,73,15.35
306,Dogondoutchi,NE,2020-10-27 15:47:55,13.64,4.03,96.19,9,47,5.32
307,Kiama,AU,2020-10-27 15:47:55,-34.68,150.87,55.99,94,67,3.0
308,Kirkuk,IQ,2020-10-27 15:47:55,35.47,44.39,71.71,20,0,8.84
309,Florianopolis,BR,2020-10-27 15:44:42,-27.61,-48.5,82.99,54,40,10.29
310,Ondangwa,NA,2020-10-27 15:47:56,-17.92,15.95,107.6,8,22,2.24
311,Kaitangata,NZ,2020-10-27 15:47:56,-46.28,169.85,46.0,84,3,3.13
312,Ilulissat,GL,2020-10-27 15:47:56,69.22,-51.1,21.2,62,75,1.12
313,Chuzhou,CN,2020-10-27 15:47:56,32.32,118.3,66.0,81,89,7.02
314,Turukhansk,RU,2020-10-27 15:44:43,65.82,87.98,1.4,86,0,12.24
315,Hualmay,PE,2020-10-27 15:47:57,-11.1,-77.61,68.56,69,72,8.61
316,Priargunsk,RU,2020-10-27 15:47:57,50.37,119.1,27.55,87,0,9.93
317,Amahai,ID,2020-10-27 15:47:57,-3.33,128.92,82.0,92,51,2.98
318,Anadyr,RU,2020-10-27 15:47:58,64.75,177.48,12.2,92,0,6.71
319,Tuatapere,NZ,2020-10-27 15:43:50,-46.13,167.68,39.99,90,9,1.01
320,Venice,US,2020-10-27 15:47:58,27.1,-82.45,87.01,74,90,12.75
321,Saint Anthony,US,2020-10-27 15:46:10,45.02,-93.22,26.01,73,1,6.93
322,Samarai,PG,2020-10-27 15:47:58,-10.62,150.67,80.87,85,76,6.17
323,Makakilo City,US,2020-10-27 15:47:59,21.35,-158.09,73.4,94,1,3.36
324,Taylor,US,2020-10-27 15:48:00,32.3,-99.83,30.99,100,90,14.99
325,Alofi,NU,2020-10-27 15:43:36,-19.06,-169.92,69.8,100,43,6.93
326,Sechura,PE,2020-10-27 15:48:00,-5.56,-80.82,71.33,67,99,9.48
327,Yumen,CN,2020-10-27 15:48:00,40.28,97.2,37.69,64,100,1.57
328,Karoi,ZW,2020-10-27 15:48:00,-16.81,29.69,79.09,30,39,5.21
329,Dalvik,IS,2020-10-27 15:48:01,65.97,-18.53,37.4,59,90,1.12
330,Luleburgaz,TR,2020-10-27 15:48:01,41.4,27.36,64.4,82,20,11.41
331,Roebourne,AU,2020-10-27 15:48:01,-20.78,117.13,69.24,88,37,6.33
332,Nouadhibou,MR,2020-10-27 15:48:01,20.93,-17.03,82.4,45,92,11.41
333,Padang,ID,2020-10-27 15:48:02,-0.95,100.35,77.76,75,78,3.89
334,Nan,TH,2020-10-27 15:48:02,18.83,100.67,70.56,94,100,0.92
335,Codrington,AU,2020-10-27 15:47:19,-38.27,141.97,46.67,93,19,6.76
336,Preobrazheniye,RU,2020-10-27 15:48:02,42.9,133.91,48.6,81,8,3.36
337,Zhanaozen,KZ,2020-10-27 15:48:02,43.3,52.8,44.31,54,42,12.53
338,Praia Da Vitoria,PT,2020-10-27 15:48:03,38.73,-27.07,68.0,68,40,12.95
339,Sur,OM,2020-10-27 15:48:03,22.57,59.53,72.19,56,0,1.25
340,Carutapera,BR,2020-10-27 15:48:04,-1.2,-46.02,88.32,54,61,10.2
341,Qeshm,IR,2020-10-27 15:48:04,26.96,56.27,80.6,65,0,6.93
342,Marion,US,2020-10-27 15:46:37,39.77,-86.16,46.0,93,90,4.7
343,Yar-Sale,RU,2020-10-27 15:45:05,66.83,70.83,4.17,94,0,5.26
344,Dillon,US,2020-10-27 15:48:05,34.42,-79.37,69.8,77,1,0.63
345,Tambopata,PE,2020-10-27 15:48:05,-12.73,-69.18,69.8,100,90,2.24
346,The Pas,CA,2020-10-27 15:48:05,53.83,-101.25,23.0,92,90,5.82
347,Tazovskiy,RU,2020-10-27 15:48:05,67.47,78.7,-3.05,90,0,8.23
348,Kushiro,JP,2020-10-27 15:45:13,42.98,144.37,45.64,79,100,5.32
349,Namibe,AO,2020-10-27 15:48:06,-15.2,12.15,72.1,75,16,9.4
350,Rocha,UY,2020-10-27 15:48:06,-34.48,-54.33,64.92,68,82,14.18
351,Acajutla,SV,2020-10-27 15:48:06,13.59,-89.83,80.6,74,20,5.82
352,Bethanien,NA,2020-10-27 15:48:06,-26.5,17.16,90.12,12,52,23.2
353,Singaparna,ID,2020-10-27 15:48:07,-7.35,108.11,71.19,92,100,1.19
354,Magaria,NE,2020-10-27 15:48:08,13.0,8.91,93.63,13,0,7.38
355,Klaksvik,FO,2020-10-27 15:48:08,62.23,-6.59,44.55,73,50,15.26
356,Mangrol,IN,2020-10-27 15:48:08,21.12,70.12,82.78,59,0,9.69
357,Vila Velha,BR,2020-10-27 15:46:55,-20.33,-40.29,80.6,69,40,11.41
358,Hazorasp,UZ,2020-10-27 15:48:09,41.32,61.07,41.0,56,0,6.93
359,Ossora,RU,2020-10-27 15:48:09,59.24,163.07,34.95,87,99,7.96
360,Mikkeli,FI,2020-10-27 15:48:09,61.69,27.27,51.8,93,90,8.05
361,Jinji,CN,2020-10-27 15:48:10,23.23,110.83,73.09,74,100,3.49
362,Sao Jose Da Coroa Grande,BR,2020-10-27 15:46:28,-8.9,-35.15,82.36,66,72,15.64
363,Wladyslawowo,PL,2020-10-27 15:48:10,54.79,18.4,54.0,81,0,6.93
364,Mandurah,AU,2020-10-27 15:45:16,-32.55,115.7,64.99,80,100,1.01
365,Bloomsburg,US,2020-10-27 15:48:10,41.0,-76.45,51.01,76,78,5.19
366,Zhuhai,CN,2020-10-27 15:48:11,22.28,113.57,79.0,78,20,18.34
367,Portobelo,PA,2020-10-27 15:48:11,9.55,-79.65,87.01,74,75,2.24
368,Ahipara,NZ,2020-10-27 15:48:11,-35.17,173.17,57.72,91,76,2.82
369,Sibu,MY,2020-10-27 15:46:53,2.3,111.82,75.2,94,40,2.24
370,Maridi,SS,2020-10-27 15:48:11,4.92,29.47,73.02,89,100,1.59
371,Myitkyina,MM,2020-10-27 15:48:12,25.38,97.4,74.05,78,0,1.74
372,Huaicheng,CN,2020-10-27 15:48:12,23.91,112.19,72.86,73,78,2.95
373,Murray Bridge,AU,2020-10-27 15:48:12,-35.12,139.27,48.99,93,40,2.91
374,Ploemeur,FR,2020-10-27 15:48:13,47.73,-3.43,57.99,93,90,17.22
375,San Carlos De Bariloche,AR,2020-10-27 15:48:13,-41.15,-71.31,44.6,56,75,26.4
376,Nome,US,2020-10-27 15:48:13,64.5,-165.41,28.4,79,90,4.7
377,Storforshei,NO,2020-10-27 15:48:13,66.4,14.52,39.99,93,75,2.24
378,Ferrol,ES,2020-10-27 15:48:13,43.48,-8.24,60.01,100,75,12.75
379,Lanquin,GT,2020-10-27 15:48:15,15.57,-89.97,83.7,59,81,3.11
380,Awassa,ET,2020-10-27 15:48:15,7.05,38.47,65.61,53,45,3.36
381,Quelimane,MZ,2020-10-27 15:48:15,-17.88,36.89,82.4,74,20,14.99
382,Buenaventura,CO,2020-10-27 15:48:15,3.88,-77.03,73.99,69,50,6.6
383,Kingston,JM,2020-10-27 15:44:56,18.0,-76.79,86.0,66,40,3.36
384,Port Elizabeth,ZA,2020-10-27 15:48:16,-33.92,25.57,68.0,82,20,10.29
385,Bathsheba,BB,2020-10-27 15:48:16,13.22,-59.52,86.0,74,40,18.34
386,Konskie,PL,2020-10-27 15:48:16,51.19,20.41,55.99,1,54,0.69
387,Arlit,NE,2020-10-27 15:48:16,18.74,7.39,90.1,11,0,4.34
388,San Luis,AR,2020-10-27 15:46:01,-33.3,-66.34,79.21,20,0,3.15
389,Decatur,US,2020-10-27 15:48:17,39.84,-88.95,39.0,100,90,6.93
390,Uruzgan,AF,2020-10-27 15:48:17,32.83,66.0,41.92,58,0,2.3
391,Hervey Bay,AU,2020-10-27 15:47:31,-25.3,152.85,68.0,93,43,6.93
392,Vitim,RU,2020-10-27 15:48:17,59.45,112.56,16.81,93,92,2.28
393,Leicester,GB,2020-10-27 15:48:12,52.64,-1.13,54.0,37,100,8.01
394,Caravelas,BR,2020-10-27 15:48:19,-17.71,-39.25,81.84,69,98,6.64
395,Kerema,PG,2020-10-27 15:48:19,-7.96,145.78,77.29,88,100,7.4
396,Mokhsogollokh,RU,2020-10-27 15:48:20,61.47,128.92,7.14,94,100,3.6
397,Elat,IL,2020-10-27 15:48:20,29.56,34.95,95.0,24,0,9.17
398,Camana,PE,2020-10-27 15:48:21,-16.62,-72.71,68.65,58,61,9.73
399,Hobyo,SO,2020-10-27 15:45:07,5.35,48.53,80.42,77,4,8.79
400,Lata,PT,2020-10-27 15:43:40,40.16,-8.33,61.0,90,100,1.01
401,Imelda,PH,2020-10-27 15:48:22,7.65,123.95,78.53,77,97,4.0
402,Naliya,IN,2020-10-27 15:48:23,23.27,68.83,81.64,48,0,7.11
403,Xai-Xai,MZ,2020-10-27 15:48:23,-25.05,33.64,76.33,74,17,13.58
404,Buta,CD,2020-10-27 15:48:23,2.79,24.73,74.95,94,100,2.13
405,Inyonga,TZ,2020-10-27 15:48:23,-6.72,32.07,75.92,53,94,2.28
406,Taksimo,RU,2020-10-27 15:44:39,56.34,114.88,12.25,85,5,2.24
407,Shingu,JP,2020-10-27 15:48:23,33.73,135.98,54.88,71,1,5.41
408,Bure,ET,2020-10-27 15:48:24,10.7,37.07,57.74,85,29,3.36
409,Porto Novo,BJ,2020-10-27 15:48:24,6.5,2.6,86.0,79,40,11.41
410,Bilibino,RU,2020-10-27 15:48:24,68.05,166.44,-1.43,90,99,0.49
411,Bay Roberts,CA,2020-10-27 15:48:24,47.6,-53.26,53.01,100,90,11.41
412,Shimsk,RU,2020-10-27 15:48:25,58.21,30.71,49.32,84,3,12.24
413,Komsomolskiy,UZ,2020-10-27 15:48:25,40.43,71.72,53.6,54,100,4.7
414,Bandarbeyla,SO,2020-10-27 15:48:25,9.49,50.81,76.93,75,0,13.85
415,Mabaruma,GY,2020-10-27 15:48:25,8.2,-59.78,89.31,54,21,7.07
416,Shamilkala,RU,2020-10-27 15:48:27,42.69,46.86,60.8,77,75,15.66
417,Mission,US,2020-10-27 15:48:12,26.22,-98.33,64.0,82,90,14.99
418,Faya,SA,2020-10-27 15:48:27,18.39,42.45,71.6,12,20,13.87
419,Bull Savanna,JM,2020-10-27 15:48:27,17.89,-77.59,82.74,71,100,7.74
420,Campoverde,PE,2020-10-27 15:48:29,-8.48,-74.81,87.8,66,40,9.17
421,Zyryanka,RU,2020-10-27 15:48:29,65.75,150.85,11.77,91,85,5.7
422,Morros,BR,2020-10-27 15:48:29,-9.45,-46.3,85.57,56,97,8.16
423,Hay River,CA,2020-10-27 15:45:03,60.82,-115.8,24.8,85,75,11.41
424,Dingle,PH,2020-10-27 15:47:29,11.0,122.67,77.68,81,100,3.83
425,Aviles,ES,2020-10-27 15:48:30,43.55,-5.92,71.01,56,75,18.34
426,Pattani,TH,2020-10-27 15:48:30,6.75,100.42,80.6,83,40,3.36
427,Sola,VU,2020-10-27 15:48:30,-13.88,167.55,78.91,80,64,18.54
428,Sosnovo-Ozerskoye,RU,2020-10-27 15:48:31,52.52,111.54,21.6,87,0,4.76
429,Juxtlahuaca,MX,2020-10-27 15:48:31,17.43,-99.15,81.72,58,42,1.14
430,Bonfim,BR,2020-10-27 15:48:32,3.08,-59.95,92.53,47,83,8.23
431,Gao,ML,2020-10-27 15:48:33,16.64,1.64,94.23,9,13,14.12
432,Port Moresby,PG,2020-10-27 15:47:18,-9.44,147.18,76.3,90,91,2.51
433,Ambon,ID,2020-10-27 15:48:33,-3.7,128.18,82.0,92,63,3.98
434,Bambous Virieux,MU,2020-10-27 15:48:34,-20.34,57.76,75.2,73,75,5.82
435,Bokoro,TD,2020-10-27 15:48:34,12.38,17.06,94.82,14,0,7.47
436,Raudeberg,NO,2020-10-27 15:48:34,61.99,5.14,48.2,76,75,6.93
437,Atherton,GB,2020-10-27 15:48:34,53.52,-2.49,51.01,80,86,5.01
438,Poum,NC,2020-10-27 15:48:34,-20.23,164.02,76.17,78,78,16.53
439,Thinadhoo,MV,2020-10-27 15:48:35,0.53,72.93,83.62,68,35,8.43
440,Ponta Delgada,PT,2020-10-27 15:48:35,37.73,-25.67,69.8,60,20,12.75
441,Vao,NC,2020-10-27 15:48:36,-22.67,167.48,72.81,78,64,18.12
442,Ancud,CL,2020-10-27 15:47:56,-41.87,-73.82,55.0,76,75,13.87
443,Aykhal,RU,2020-10-27 15:48:37,66.0,111.5,-7.6,83,70,2.24
444,Lyaskelya,RU,2020-10-27 15:48:37,61.77,31.02,49.33,90,100,14.99
445,Mareeba,AU,2020-10-27 15:48:37,-17.0,145.43,78.8,74,95,5.82
446,Paamiut,GL,2020-10-27 15:48:37,61.99,-49.67,28.99,87,0,18.81
447,Qaqortoq,GL,2020-10-27 15:48:38,60.72,-46.03,33.8,64,75,1.36
448,Havre-Saint-Pierre,CA,2020-10-27 15:44:27,50.23,-63.6,33.8,90,90,4.7
449,Miramar,US,2020-10-27 15:48:38,25.99,-80.23,88.0,74,20,13.87
450,Uvat,RU,2020-10-27 15:48:38,59.14,68.9,21.18,95,100,13.82
451,Norden,DE,2020-10-27 15:48:38,53.6,7.2,51.8,71,75,13.87
452,Cap Malheureux,MU,2020-10-27 15:48:39,-19.98,57.61,75.0,71,16,4.0
453,Playas,EC,2020-10-27 15:48:39,-2.63,-80.38,72.93,80,90,12.64
454,Calatayud,ES,2020-10-27 15:48:39,41.35,-1.64,64.4,34,26,6.93
455,Ilebo,CD,2020-10-27 15:48:39,-4.32,20.58,78.87,83,100,1.61
456,Voloshka,RU,2020-10-27 15:48:39,61.33,40.09,41.27,91,78,9.55
457,Adrar,MR,2020-10-27 15:48:34,20.5,-10.07,96.51,10,0,10.25
458,Abu Samrah,SY,2020-10-27 15:48:40,35.3,37.18,75.13,18,0,9.48
459,Sarangani,PH,2020-10-27 15:48:40,5.4,125.46,83.84,68,99,2.62
460,Bandarban,BD,2020-10-27 15:48:40,22.2,92.23,84.2,74,20,1.39
461,Lobatse,BW,2020-10-27 15:48:40,-25.22,25.67,87.8,22,0,6.93
462,Torbay,CA,2020-10-27 15:47:12,47.67,-52.73,46.4,100,90,9.17
463,Dumas,US,2020-10-27 15:48:41,35.87,-101.97,19.99,85,40,14.99
464,Paracuru,BR,2020-10-27 15:45:04,-3.41,-39.03,82.0,72,14,13.0
465,Humboldt,US,2020-10-27 15:48:41,40.67,-123.92,44.6,56,1,10.29
466,Mizdah,LY,2020-10-27 15:48:41,31.45,12.98,69.75,49,0,16.71
467,Kabo,CF,2020-10-27 15:48:42,7.7,18.63,83.08,66,94,2.77
468,Endwell,US,2020-10-27 15:48:43,42.11,-76.02,48.0,81,90,5.82
469,Madingou,CG,2020-10-27 15:48:43,-4.15,13.55,85.84,67,11,4.45
470,Chulumani,BO,2020-10-27 15:48:43,-16.41,-67.53,77.47,50,88,4.79
471,Guerrero Negro,MX,2020-10-27 15:48:43,27.98,-114.06,65.62,28,0,10.83
472,Lawrenceville,US,2020-10-27 15:48:44,33.96,-83.99,66.2,100,90,4.7
473,Aswan,EG,2020-10-27 15:44:37,24.09,32.91,88.57,27,0,7.99
474,Ola,RU,2020-10-27 15:44:26,59.58,151.28,29.57,85,0,8.48
475,Burdur,TR,2020-10-27 15:48:45,37.72,30.29,69.8,30,75,9.17
476,Riyadh,SA,2020-10-27 15:44:35,24.69,46.72,78.8,29,0,7.09
477,Hecun,CN,2020-10-27 15:48:45,36.53,114.11,53.76,60,100,4.41
478,Sarmanovo,RU,2020-10-27 15:48:45,55.26,52.59,32.0,92,0,4.47
479,Strezhevoy,RU,2020-10-27 15:48:45,60.73,77.59,23.0,85,100,13.42
480,Boffa,GN,2020-10-27 15:48:46,10.17,-14.03,89.92,52,100,3.8
481,Piacabucu,BR,2020-10-27 15:48:46,-10.41,-36.43,86.7,59,83,16.22
482,Formosa,AR,2020-10-27 15:48:46,-26.18,-58.18,80.6,51,20,4.7
483,Praia,CV,2020-10-27 15:48:46,14.92,-23.51,89.6,49,96,6.93
484,Antsohihy,MG,2020-10-27 15:48:37,-14.88,47.99,80.58,66,0,6.11
485,Ostrovnoy,RU,2020-10-27 15:48:47,68.05,39.51,41.56,92,100,17.36
486,Hofn,IS,2020-10-27 15:48:47,64.25,-15.21,38.03,76,100,20.22
487,Quesnel,CA,2020-10-27 15:45:04,53.0,-122.5,35.6,90,90,13.87
488,Broome,US,2020-10-27 15:48:47,42.25,-75.83,46.99,81,90,5.82
489,Ambam,CM,2020-10-27 15:48:48,2.38,11.28,80.6,74,75,4.03
490,Bansi,IN,2020-10-27 15:48:48,27.18,82.93,71.29,42,0,4.72
491,Matay,EG,2020-10-27 15:48:48,28.42,30.78,78.87,34,0,9.26
492,Plouzane,FR,2020-10-27 15:48:49,48.38,-4.62,57.2,87,75,17.22
493,Vostok,RU,2020-10-27 15:48:49,46.49,135.88,28.45,96,18,3.74
494,Fukue,JP,2020-10-27 15:48:49,32.69,128.84,67.84,61,40,9.91
495,Catuday,PH,2020-10-27 15:48:49,16.29,119.81,79.68,80,99,11.16
496,Kirakira,SB,2020-10-27 15:48:50,-10.45,161.92,79.3,82,96,8.1
497,Jerome,US,2020-10-27 15:48:50,42.72,-114.52,37.99,49,1,4.7
498,Kenora,CA,2020-10-27 15:48:50,49.82,-94.43,23.0,79,90,14.99
499,Talnakh,RU,2020-10-27 15:48:50,69.49,88.4,-0.4,84,0,4.47
500,Ambilobe,MG,2020-10-27 15:48:51,-13.2,49.05,77.41,75,59,2.64
501,Kupang,ID,2020-10-27 15:48:51,-10.17,123.58,80.62,77,30,6.04
502,Nuneaton,GB,2020-10-27 15:48:51,52.52,-1.47,53.6,87,75,14.99
503,Lukovetskiy,RU,2020-10-27 15:48:52,64.3,41.92,37.4,100,90,4.47
504,Kijang,KR,2020-10-27 15:47:09,35.24,129.21,62.6,50,100,4.03
505,Ransang,PH,2020-10-27 15:48:52,8.96,117.58,79.34,80,100,7.31
506,Lasa,IT,2020-10-27 15:48:25,46.62,10.7,48.0,69,75,4.7
507,Oga,IT,2020-10-27 15:48:52,46.46,10.35,48.0,69,75,4.7
508,Hundested,DK,2020-10-27 15:48:52,55.97,11.87,50.0,86,95,5.99
509,Nabire,ID,2020-10-27 15:48:53,-3.37,135.48,76.69,85,99,3.91
510,Neiafu,TO,2020-10-27 15:48:53,-18.65,-173.98,71.6,94,40,18.84
511,Sonoita,MX,2020-10-27 15:48:53,31.85,-112.83,50.0,22,0,4.0
512,Cheyenne,US,2020-10-27 15:48:53,41.14,-104.82,23.0,44,1,10.29
513,Olafsvik,IS,2020-10-27 15:47:18,64.89,-23.71,39.65,71,100,20.27
514,Henties Bay,NA,2020-10-27 15:48:54,-22.12,14.28,62.01,83,1,5.99
515,Sandnessjoen,NO,2020-10-27 15:48:54,66.02,12.63,41.0,75,0,4.7
516,Gwadar,PK,2020-10-27 15:48:55,25.12,62.33,76.6,63,0,11.72
517,Deer Lake,CA,2020-10-27 15:48:55,49.17,-57.43,32.0,92,90,5.82
518,Coahuayana,MX,2020-10-27 15:48:55,18.73,-103.68,77.0,83,40,0.58
519,Deputatskiy,RU,2020-10-27 15:48:55,69.3,139.9,3.47,95,100,1.83
520,Polunochnoye,RU,2020-10-27 15:48:56,60.87,60.42,19.87,96,97,2.26
521,Nelson Bay,AU,2020-10-27 15:48:56,-32.72,152.15,59.0,93,75,6.93
522,Tual,ID,2020-10-27 15:48:56,-5.67,132.75,82.8,78,90,9.46
523,Cockburn Town,TC,2020-10-27 15:48:56,21.46,-71.14,86.0,66,75,16.11
524,Ahuimanu,US,2020-10-27 15:48:57,21.44,-157.84,77.0,88,20,3.13
525,Unity,CA,2020-10-27 15:48:57,52.45,-109.17,45.09,80,100,20.07
526,Soyo,AO,2020-10-27 15:48:57,-6.13,12.37,84.2,74,40,9.17
527,Daru,PG,2020-10-27 15:48:57,-9.08,143.21,79.63,85,100,10.13
528,Payakumbuh,ID,2020-10-27 15:48:58,-0.22,100.63,71.38,78,80,3.65
529,Pangkalanbuun,ID,2020-10-27 15:48:58,-2.68,111.62,73.87,97,100,0.47
530,Sandovo,RU,2020-10-27 15:48:58,58.46,36.41,46.06,84,28,11.68
531,Alegrete,BR,2020-10-27 15:48:58,-29.78,-55.79,71.35,50,34,5.79
532,Les Cayes,HT,2020-10-27 15:48:58,18.2,-73.75,85.08,68,68,3.18
533,San Cristobal,VE,2020-10-27 15:45:35,7.77,-72.22,86.0,58,40,3.36
534,Leshukonskoye,RU,2020-10-27 15:48:59,64.9,45.76,36.61,97,100,7.18
535,Vagay,RU,2020-10-27 15:48:59,57.94,69.02,24.8,95,100,15.14
536,Teguise,ES,2020-10-27 15:48:59,29.06,-13.56,75.2,47,75,18.34
537,Kapit,MY,2020-10-27 15:44:12,2.02,112.93,73.51,89,99,1.05
538,Kaliua,TZ,2020-10-27 15:49:00,-5.06,31.79,79.18,47,85,4.99
539,Big Bend,SZ,2020-10-27 15:49:00,-26.82,31.93,83.25,52,1,10.67
540,Iberia,US,2020-10-27 15:49:00,29.95,-91.75,75.99,88,75,9.6
541,Broscauti,RO,2020-10-27 15:49:01,47.95,26.45,55.99,93,75,3.36
